critmin25	https://anthonyalbanese.com.au/media-centre/albanese-government-to-establish-critical-minerals-strategic-reserve	Anthony Albanese, "Albanese Government to establish critical minerals strategic reserve", anthonyalbanese.com.au, 24 April 2025: https://anthonyalbanese.com.au/media-centre/albanese-government-to-establish-critical-minerals-strategic-reserve
ctg21	https://anthonyalbanese.com.au/media-centre/closing-the-gap-speech	Anthony Albanese, "My speech on Labor's response to Closing the Gap", anthonyalbanese.com.au, 5 August 2021: https://anthonyalbanese.com.au/media-centre/closing-the-gap-speech
deal23	https://pmtranscripts.pmc.gov.au/release/transcript-44855	"Next Step Towards Voice Referendum: Constitutional Alteration Bill", PM Transcripts, Transcript 44855, 23 March 2023: https://pmtranscripts.pmc.gov.au/release/transcript-44855
doorstop21	https://anthonyalbanese.com.au/media-centre/parliament-house-doorstop-interview-3-sept-2021	Anthony Albanese, "Parliament House Doorstop Interview", anthonyalbanese.com.au, 3 September 2021: https://anthonyalbanese.com.au/media-centre/parliament-house-doorstop-interview-3-sept-2021
doublemaj23	https://peo.gov.au/understand-our-parliament/history-of-parliament/history-milestones/australian-parliament-history-timeline/events/aboriginal-and-torres-strait-islander-voice-referendum	"Aboriginal and Torres Strait Islander Voice referendum", Parliamentary Education Office, quoting Prime Minister Anthony Albanese's referendum result speech, 14 October 2023: https://peo.gov.au/understand-our-parliament/history-of-parliament/history-milestones/australian-parliament-history-timeline/events/aboriginal-and-torres-strait-islander-voice-referendum
ecec26	https://ministers.education.gov.au/anthony-albanese/albanese-government-locks-pay-rise-early-educators-while-limiting-fees-families	"Albanese Government locks in pay rise for early educators while limiting fees for families", Ministers' Media Centre, Department of Education, Joint Media Release, 17 June 2026: https://ministers.education.gov.au/anthony-albanese/albanese-government-locks-pay-rise-early-educators-while-limiting-fees-families
electionnight25	https://www.pm.gov.au/media/election-night	Anthony Albanese, "Election night" speech transcript, pm.gov.au, 3 May 2025: https://www.pm.gov.au/media/election-night
eurekaballarat23	https://www.thecourier.com.au/story/8447832/prime-minister-anthony-albanese-visits-eureka-centre/	"Prime Minister Anthony Albanese visits Eureka Centre", Ballarat Courier, 3 December 2023: https://www.thecourier.com.au/story/8447832/prime-minister-anthony-albanese-visits-eureka-centre/
fairgo13	https://www.sbs.com.au/news/article/albanese-launches-a-fair-go-leadership-campaign/7cwpm2pq8	"Albanese launches 'a fair go' leadership campaign", SBS News, 2013: https://www.sbs.com.au/news/article/albanese-launches-a-fair-go-leadership-campaign/7cwpm2pq8
farrerprefs26	https://regionriverina.com.au/nationals-choose-farrer-candidate-as-albanese-calls-on-coalition-to-put-one-nation-last/120917/	"Nationals choose Farrer candidate as Albanese calls on Coalition to put One Nation last", Region Riverina, 8 March 2026: https://regionriverina.com.au/nationals-choose-farrer-candidate-as-albanese-calls-on-coalition-to-put-one-nation-last/120917/
fed125	https://pmtranscripts.pmc.gov.au/release/transcript-47386	Anthony Albanese, "125th Anniversary of the Commonwealth Parliament", Royal Exhibition Building, Melbourne, PM Transcripts (Transcript 47386): https://pmtranscripts.pmc.gov.au/release/transcript-47386
futuremadeact24	https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r7210	Future Made in Australia Bill 2024, Parliament of Australia Bill Tracker: https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r7210
garma22	https://newmatilda.com/2022/07/31/transcript-anthony-albaneses-speech-to-garma-re-voice-to-parliament-july-30-2022	Anthony Albanese, Speech to Garma Festival re Voice to Parliament, transcript published by New Matilda, 30 July 2022: https://newmatilda.com/2022/07/31/transcript-anthony-albaneses-speech-to-garma-re-voice-to-parliament-july-30-2022
gridlock24	https://www.mpamag.com/au/news/general/albanese-faces-scrutiny-over-43-million-property-amid-housing-crisis/509782	"Albanese faces scrutiny over $4.3 million property amid housing crisis", Mortgage Professional Australia, 15 October 2024 (reporting the Help to Buy scheme's Senate delay): https://www.mpamag.com/au/news/general/albanese-faces-scrutiny-over-43-million-property-amid-housing-crisis/509782
gstwa24	https://www.canberratimes.com.au/story/8526953/albanese-inks-wa-tax-pledge-on-reporters-arm/	"Albanese inks WA tax pledge on reporter's arm", The Canberra Times, 19 February 2024: https://www.canberratimes.com.au/story/8526953/albanese-inks-wa-tax-pledge-on-reporters-arm/
interpreter23	https://minister.homeaffairs.gov.au/AndrewGiles/Pages/government-action-response-nzyq-high-court-decision-14112023.aspx	"Government action in response to NZYQ High Court decision", Joint Media Release, Minister for Home Affairs Andrew Giles and Minister for Home Affairs Clare O'Neil, 14 November 2023: https://minister.homeaffairs.gov.au/AndrewGiles/Pages/government-action-response-nzyq-high-court-decision-14112023.aspx
jscemelectoral24	https://www.aph.gov.au/Parliamentary_Business/Committees/Joint/Electoral_Matters/2022Election/Report	"Government Response to the JSCEM Report on the 2022 Federal Election", Parliament of Australia, June 2024: https://www.aph.gov.au/Parliamentary_Business/Committees/Joint/Electoral_Matters/2022Election/Report
jubilee22	https://www.theguardian.com/australia-news/2022/jun/02/we-stand-as-equals-anthony-albanese-asserts-labors-republican-agenda-in-speech-marking-queens-platinum-jubilee	"'We stand as equals': Anthony Albanese asserts Labor's republican agenda in speech marking Queen's platinum jubilee", The Guardian, 2 June 2022: https://www.theguardian.com/australia-news/2022/jun/02/we-stand-as-equals-anthony-albanese-asserts-labors-republican-agenda-in-speech-marking-queens-platinum-jubilee
loopholes23	https://www.dewr.gov.au/closing-the-loopholes	"Closing the Loopholes", Department of Employment and Workplace Relations, 2023: https://www.dewr.gov.au/closing-the-loopholes
medicare2025	https://www.health.gov.au/ministers/the-hon-mark-butler-mp/media/strengthening-medicare-more-bulk-billing-more-doctors-more-nurses	"Strengthening Medicare: More bulk billing, more doctors, more nurses", Australian Government Department of Health, Disability and Ageing, 23 February 2025: https://www.health.gov.au/ministers/the-hon-mark-butler-mp/media/strengthening-medicare-more-bulk-billing-more-doctors-more-nurses
medicare2026	https://www.pm.gov.au/media/albanese-government-delivers-all-medicare-urgent-care-clinics-promised	"The Albanese Government delivers all Medicare Urgent Care Clinics promised", Prime Minister of Australia, 17 June 2026: https://www.pm.gov.au/media/albanese-government-delivers-all-medicare-urgent-care-clinics-promised
ministerialcode22	https://www.pmc.gov.au/resources/code-conduct-ministers	"Code of Conduct for Ministers", Department of the Prime Minister and Cabinet, June 2022: https://www.pmc.gov.au/resources/code-conduct-ministers
mostyn24	https://www.alp.org.au/news/samantha-mostyn-ao-to-be-australias-new-governor-general	"Samantha Mostyn AO to be Australia's new Governor-General", Australian Labor Party media release, 3 April 2024: https://www.alp.org.au/news/samantha-mostyn-ao-to-be-australias-new-governor-general
mostynlive24	https://www.theguardian.com/australia-news/live/2024/jul/01/australia-politics-news-live-stage-three-tax-cuts-inflation-interest-rates-chalmers-labor-fatima-payman-nsw-coercive-control	"Sam Mostyn sworn in as governor general – as it happened", The Guardian live politics blog, 1 July 2024: https://www.theguardian.com/australia-news/live/2024/jul/01/australia-politics-news-live-stage-three-tax-cuts-inflation-interest-rates-chalmers-labor-fatima-payman-nsw-coercive-control
ms96albo	https://anthonyalbanese.com.au/	Anthony Albanese, Maiden Speech, House of Representatives Hansard, 1996, quoted at anthonyalbanese.com.au: https://anthonyalbanese.com.au/
nacc22	https://www.ag.gov.au/integrity/national-anti-corruption-commission	"National Anti-Corruption Commission", Attorney-General's Department, 2022: https://www.ag.gov.au/integrity/national-anti-corruption-commission
natpressclub12	https://anthonyalbanese.com.au/speech-to-national-press-club-government-with-a-purpose	Anthony Albanese, "Speech To National Press Club 'Government With A Purpose'", anthonyalbanese.com.au, 25 January 2012: https://anthonyalbanese.com.au/speech-to-national-press-club-government-with-a-purpose
nauru2024	https://www.rnz.co.nz/news/world/509613/anthony-albanese-says-asylum-seeker-boat-arrival-unfortunate-but-government-not-to-blame	Anthony Albanese, radio interview on Operation Sovereign Borders, Australian Radio Network, reported by RNZ, 19 February 2024: https://www.rnz.co.nz/news/world/509613/anthony-albanese-says-asylum-seeker-boat-arrival-unfortunate-but-government-not-to-blame
nepa25	https://minister.dcceew.gov.au/watt/media-releases/introduction-environment-protection-reform-bill-2025	"Introduction of Environment Protection Reform Bill 2025", Minister for the Environment and Water Murray Watt, media release, Department of Climate Change, Energy, the Environment and Water: https://minister.dcceew.gov.au/watt/media-releases/introduction-environment-protection-reform-bill-2025
nrfpass23	https://www.pm.gov.au/media/national-reconstruction-fund-corporation-bill-2022-passes-parliament	"National Reconstruction Fund Corporation Bill 2022 passes Parliament", Prime Minister of Australia Media Release, 28 March 2023: https://www.pm.gov.au/media/national-reconstruction-fund-corporation-bill-2022-passes-parliament
orderly25	https://www.lcanews.com/en/australian-pm-basks-in-win-vows-orderly-government/	"Australian PM basks in win, vows 'orderly' government", LCA News, 5 May 2025: https://www.lcanews.com/en/australian-pm-basks-in-win-vows-orderly-government/
patchwork24	https://www.pm.gov.au/media/investing-future-made-australia	"Investing in a future made in Australia", Prime Minister of Australia media release, 14 May 2024: https://www.pm.gov.au/media/investing-future-made-australia
peopleshouse22	https://edition.cnn.com/2022/05/21/australia/australia-election-results-morrison-albanese-intl-hnk/index.html	"Anthony Albanese: Who is Australia's prime minister-elect?", Al Jazeera, and "Australian voters deliver strong message on climate, ending conservative government's 9-year rule", CNN, 21 May 2022: https://edition.cnn.com/2022/05/21/australia/australia-election-results-morrison-albanese-intl-hnk/index.html
pngparl23	https://www.aph.gov.au/Parliamentary_Business/Hansard/Hansard_Display?bid=chamber/hansardr/27533/&sid=0201	Anthony Albanese, "International Relations: Australia and Papua New Guinea", Hansard, Parliament of Australia, 3 December 2023: https://www.aph.gov.au/Parliamentary_Business/Hansard/Hansard_Display?bid=chamber/hansardr/27533/&sid=0201
queanbeyan23	https://www.pm.gov.au/media/speech-queanbeyan	Anthony Albanese, "Speech - Queanbeyan", Prime Minister of Australia, 8 October 2023: https://www.pm.gov.au/media/speech-queanbeyan
referendum23	https://www.mamamia.com.au/anthony-albanese-referendum-speech	Anthony Albanese, Referendum Result Address, full text reported by Mamamia, 14 October 2023: https://www.mamamia.com.au/anthony-albanese-referendum-speech
refmachinery23	https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r6964	Referendum (Machinery Provisions) Amendment Act 2023 (Cth), passed 22 March 2023: https://www.aph.gov.au/Parliamentary_Business/Bills_Legislation/Bills_Search_Results/Result?bId=r6964
republicminister24	https://www.abc.net.au/news/2024-07-28/albanese-scraps-assistant-minister-for-the-republic/104153920	"Albanese scraps Assistant Minister for the Republic role in reshuffle", ABC News, 28 July 2024: https://www.abc.net.au/news/2024-07-28/albanese-scraps-assistant-minister-for-the-republic/104153920
robodebtest22	https://robodebt.royalcommission.gov.au/	Royal Commission into the Robodebt Scheme, Establishment Announcement, 25 August 2022: https://robodebt.royalcommission.gov.au/
robodebtgov26	https://www.pmc.gov.au/resources/government-response-royal-commission-robodebt-scheme	Government response to the Royal Commission into the Robodebt Scheme, Department of the Prime Minister and Cabinet, 10 March 2026: https://www.pmc.gov.au/resources/government-response-royal-commission-robodebt-scheme
robodebtrc23	https://www.news.com.au/national/politics/anthony-albanese-says-robodebt-was-a-gross-betrayal-and-a-human-tragedy/news-story/bf425382bf39d91001a7a0b50822f4d9	Anthony Albanese, Press Conference on Robodebt Royal Commission Report, Canberra, 7 July 2023: https://www.news.com.au/national/politics/anthony-albanese-says-robodebt-was-a-gross-betrayal-and-a-human-tragedy/news-story/bf425382bf39d91001a7a0b50822f4d9
robodebtwiki26	https://en.wikipedia.org/wiki/Royal_Commission_into_the_Robodebt_Scheme	Royal Commission into the Robodebt Scheme, Wikipedia entry, June 2026: https://en.wikipedia.org/wiki/Royal_Commission_into_the_Robodebt_Scheme
sbsspill26	https://www.sbs.com.au/news/article/albanese-warns-against-leadership-spill-as-uks-starmer-set-to-quit/aqf6z670x	"'History not positive': Albanese warns of leaders spill amid Keir Starmer resignation reports", SBS News, 21 June 2026: https://www.sbs.com.au/news/article/albanese-warns-against-leadership-spill-as-uks-starmer-set-to-quit/aqf6z670x
shangrila23	https://www.iiss.org/globalassets/media-library---content--migration/files/shangri-la-dialogue/2023/final-transcripts/keynote-address/anthony-albanese-prime-minister-australia---as-delivered_sld23.pdf	Anthony Albanese, Keynote Address, 20th IISS Shangri-La Dialogue, Singapore, 2 June 2023: https://www.iiss.org/globalassets/media-library---content--migration/files/shangri-la-dialogue/2023/final-transcripts/keynote-address/anthony-albanese-prime-minister-australia---as-delivered_sld23.pdf
skyvote20	https://www.facebook.com/SkyNewsAustralia/videos/democracy-too-important-to-be-undermined-by-any-individual-albanese/693514427962375/	"Democracy 'too important to be undermined by any individual': Albanese", Sky News Australia, 4 November 2020: https://www.facebook.com/SkyNewsAustralia/videos/democracy-too-important-to-be-undermined-by-any-individual-albanese/693514427962375/
smhcensus24	https://www.smh.com.au/politics/federal/census-to-ask-about-gender-identity-after-second-government-backdown-20240908-p5k8rp.html	"Australian census to include gender questions after second government reversal", The Sydney Morning Herald, 8 September 2024: https://www.smh.com.au/politics/federal/census-to-ask-about-gender-identity-after-second-government-backdown-20240908-p5k8rp.html
voicesenate23	https://www.openaustralia.org.au/senate/?id=2023-06-19	"Constitution Alteration (Aboriginal and Torres Strait Islander Voice) 2023", Senate Hansard, 19 June 2023: https://www.openaustralia.org.au/senate/?id=2023-06-19
voterintegrity21	https://www.aph.gov.au/Parliamentary_Business/Hansard/Hansard_Display?bid=chamber/hansardr/25172/&sid=0169	Anthony Albanese, Electoral Legislation Amendment (Voter Integrity) Bill 2021 Second Reading Speech, House of Representatives Hansard, 24 November 2021, APH Display: https://www.aph.gov.au/Parliamentary_Business/Hansard/Hansard_Display?bid=chamber/hansardr/25172/&sid=0169
washminster22	https://theconversation.com/grattan-on-friday-government-win-on-climate-legislation-leaves-opposition-looking-like-a-stranded-asset-188231	"Grattan on Friday: Government win on climate legislation leaves opposition looking like a stranded asset", The Conversation, 5 August 2022: https://theconversation.com/grattan-on-friday-government-win-on-climate-legislation-leaves-opposition-looking-like-a-stranded-asset-188231
